id_venda,id_cliente,id_produto,quantidade,data_pedido
2275,968,14,9,2025-12-10
2276,100,7,4,2026-03-09
2277,545,25,4,2025-09-20
2278,198,34,4,2025-10-25
2279,584,41,3,2025-08-15
2280,572,48,9,2025-08-20
2281,426,48,2,2025-10-23
2282,785,41,10,2026-01-08
2283,367,44,8,2026-01-20
2284,720,43,7,2026-05-07
2285,905,7,3,2025-09-25
2286,812,12,9,2026-07-07
2287,412,33,6,2026-05-25
2288,674,11,9,2025-12-23
2289,615,29,6,2026-06-06
2290,925,21,9,2026-01-19
2291,333,24,7,2026-01-15
2292,783,41,7,2026-05-22
2293,846,47,6,2026-03-23
2294,624,16,10,2025-12-17
2295,559,14,7,2026-06-05
2296,785,36,5,2025-11-11
2297,369,29,8,2026-05-12
2298,983,26,1,2025-10-14
2299,744,3,5,2026-04-03
2300,611,2,9,2025-10-28
2301,139,20,1,2025-09-09
2302,308,15,4,2026-07-08
2303,877,21,1,2026-07-11
2304,791,45,5,2026-05-07
2305,942,36,9,2026-03-03
2306,570,37,10,2025-11-14
2307,159,7,1,2026-02-06
2308,472,23,3,2025-11-06
2309,142,17,6,2025-10-30
2310,911,38,4,2026-05-01
2311,239,17,5,2026-07-25
2312,95,37,7,2025-09-29
2313,583,14,2,2025-09-27
2314,741,21,8,2025-11-28
2315,178,32,10,2025-09-05
2316,840,7,10,2026-08-02
2317,658,20,1,2026-03-12
2318,749,37,7,2026-05-10
2319,81,50,1,2026-08-12
2320,944,50,6,2026-05-21
2321,357,28,7,2025-09-14
2322,953,8,4,2026-05-01
2323,766,42,10,2026-07-28
2324,951,1,7,2026-04-11
2325,56,20,9,2025-09-29
2326,43,21,9,2025-08-31
2327,579,10,6,2025-12-26
2328,515,45,4,2026-01-19
2329,157,4,7,2026-06-29
2330,995,29,10,2026-01-10
2331,590,33,2,2026-06-12
2332,228,28,5,2026-04-10
2333,806,26,3,2026-02-28
2334,136,22,2,2026-05-06
2335,488,37,1,2026-07-28
2336,562,26,5,2026-06-12
2337,88,26,9,2026-02-02
2338,445,50,3,2026-04-01
2339,781,9,8,2026-02-09
2340,573,13,8,2026-06-09
2341,405,42,10,2026-01-10
2342,201,36,10,2026-03-27
2343,754,34,4,2026-06-12
2344,249,5,5,2026-07-20
2345,796,28,6,2025-10-17
2346,702,37,2,2025-11-16
2347,116,43,7,2025-12-31
2348,434,24,6,2026-04-03
2349,196,21,6,2025-11-03
2350,609,42,1,2026-06-27
2351,789,20,3,2026-01-20
2352,359,40,8,2026-05-27
2353,639,10,8,2026-01-30
2354,46,15,4,2025-10-05
2355,702,24,3,2026-02-13
2356,776,47,2,2026-07-18
2357,116,48,1,2025-10-16
2358,249,40,3,2025-12-05
2359,890,19,1,2025-08-26
2360,352,45,2,2026-07-27
2361,313,29,8,2026-05-25
2362,24,22,4,2025-12-15
2363,758,35,4,2026-01-03
2364,209,35,9,2026-02-23
2365,769,17,9,2026-04-29
2366,495,40,3,2026-07-12
2367,712,45,1,2026-05-04
2368,386,38,9,2025-10-04
2369,45,17,3,2025-11-10
2370,62,19,4,2025-11-11
2371,809,45,10,2025-10-19
2372,278,4,8,2026-03-09
2373,671,1,2,2026-07-22
2374,398,43,5,2026-05-29
2375,679,43,6,2025-09-17
2376,886,7,1,2025-09-11
2377,300,42,7,2026-08-05
2378,237,25,9,2025-09-24
2379,727,7,6,2026-01-26
2380,497,39,9,2026-02-15
2381,91,12,4,2025-11-06
2382,513,30,9,2025-12-16
2383,949,46,1,2026-04-20
2384,41,16,9,2026-01-11
2385,313,22,8,2026-07-14
2386,403,48,3,2026-03-24
2387,19,23,6,2026-04-14
2388,364,41,5,2026-07-04
2389,242,33,5,2026-07-06
2390,832,4,5,2026-01-25
2391,900,25,1,2025-08-30
2392,967,36,5,2026-06-09
2393,231,10,6,2025-11-26
2394,919,26,3,2025-08-25
2395,90,47,7,2026-03-30
2396,534,44,10,2025-11-02
2397,894,41,4,2025-10-06
2398,428,16,10,2025-09-18
2399,157,28,5,2026-08-02
2400,932,39,6,2026-03-25
2401,460,35,3,2026-04-23
2402,212,42,3,2025-10-16
2403,595,35,4,2025-12-06
2404,884,9,5,2026-07-02
2405,706,46,9,2026-05-18
2406,932,9,7,2026-02-08
2407,931,50,3,2025-10-14
2408,672,37,3,2025-10-03
2409,326,5,9,2026-02-08
2410,546,47,2,2025-12-31
2411,189,21,3,2025-11-13
2412,745,2,6,2025-10-31
2413,902,27,7,2026-01-25
2414,311,29,5,2025-10-10
2415,156,50,4,2025-12-22
2416,110,9,3,2025-11-25
2417,27,49,10,2025-10-03
2418,632,18,10,2025-12-27
2419,581,40,4,2025-12-27
2420,611,15,4,2025-12-07
2421,704,2,6,2026-06-04
2422,82,45,8,2026-03-16
2423,138,33,10,2026-04-05
2424,481,46,6,2026-06-19
2425,189,25,8,2025-10-21
2426,486,9,3,2025-10-22
2427,198,15,1,2026-05-08
2428,419,49,1,2026-04-22
2429,948,18,7,2026-06-06
2430,228,48,4,2025-10-25
2431,776,14,2,2025-11-26
2432,182,29,10,2025-11-30
2433,502,45,6,2026-06-29
2434,888,30,4,2026-06-13
2435,438,26,1,2025-12-01
2436,623,48,7,2026-06-15
2437,738,21,7,2026-02-10
2438,627,48,10,2026-03-19
2439,609,35,9,2026-07-15
2440,657,46,1,2025-08-16
2441,534,7,8,2026-01-29
2442,468,3,4,2026-06-02
2443,532,35,7,2025-08-15
2444,753,3,9,2025-12-26
2445,397,34,1,2026-04-19
2446,195,19,8,2026-05-19
2447,408,20,5,2026-04-19
2448,473,11,7,2025-09-07
2449,302,40,1,2026-05-19
2450,707,34,3,2025-12-04
2451,475,42,8,2026-05-27
2452,93,47,9,2026-01-23
2453,116,12,10,2025-11-14
2454,961,45,9,2026-04-25
2455,139,26,7,2025-10-17
2456,332,29,1,2026-01-15
2457,184,30,10,2026-04-09
2458,919,46,4,2025-10-09
2459,904,30,2,2026-06-29
2460,257,21,3,2026-05-10
2461,736,47,2,2026-01-10
2462,94,8,8,2025-11-18
2463,650,24,2,2026-01-24
2464,537,46,7,2026-02-10
2465,745,33,10,2025-12-06
2466,973,11,7,2025-10-13
2467,564,25,1,2026-07-11
2468,787,11,6,2026-03-07
2469,580,43,3,2025-08-18
2470,167,10,3,2025-09-10
2471,788,46,1,2026-01-05
2472,430,20,5,2026-02-26
2473,748,50,8,2025-10-02
2474,296,41,3,2026-03-21
2475,121,9,4,2025-08-22
2476,4,40,5,2025-12-25
2477,13,30,8,2026-05-04
2478,876,32,9,2025-10-08
2479,827,1,10,2026-03-16
2480,904,32,4,2025-09-23
2481,223,38,8,2025-12-08
2482,465,27,8,2026-06-24
2483,82,39,10,2026-07-17
2484,7,16,9,2026-01-09
2485,285,40,9,2025-08-27
2486,840,14,1,2026-03-16
2487,190,10,1,2025-12-05
2488,669,23,1,2026-04-12
2489,149,3,10,2026-03-12
2490,859,39,5,2025-11-05
2491,340,6,1,2025-11-09
2492,112,27,3,2026-04-13
2493,166,44,5,2026-06-05
2494,626,43,10,2026-04-05
2495,587,36,3,2025-10-14
2496,990,30,10,2026-03-27
2497,369,3,2,2025-11-28
2498,787,20,6,2026-05-18
2499,378,25,2,2025-10-16
2500,777,28,9,2026-01-16
2501,67,19,8,2025-09-08
2502,138,8,5,2026-04-11
2503,338,34,7,2026-03-28
2504,538,14,4,2025-08-21
2505,627,4,2,2026-04-13
2506,586,47,9,2025-12-14
2507,90,31,10,2025-10-22
2508,957,46,5,2026-05-03
2509,438,39,6,2025-11-01
2510,266,34,10,2026-02-25
2511,639,23,3,2026-06-19
2512,630,37,8,2025-08-27
2513,533,47,8,2026-03-10
2514,505,12,10,2026-06-19
2515,239,46,5,2025-11-02
2516,199,1,2,2026-06-21
2517,25,30,2,2025-09-04
2518,756,14,10,2026-04-04
2519,425,27,1,2025-10-15
2520,342,23,9,2025-10-06
2521,826,41,4,2026-07-25
2522,12,41,4,2025-10-14
2523,707,19,5,2025-09-08
2524,810,5,5,2026-05-13
2525,308,33,9,2026-02-15
2526,332,50,1,2026-07-11
2527,117,44,6,2025-09-22
2528,350,26,10,2025-12-26
2529,631,2,3,2025-10-07
2530,199,22,6,2026-01-18
2531,945,44,8,2026-01-11
2532,939,31,1,2026-02-10
2533,662,9,8,2026-01-05
2534,160,41,8,2026-07-05
2535,914,35,6,2025-09-19
2536,474,27,1,2026-03-13
2537,856,34,5,2026-02-22
2538,579,47,6,2025-11-15
2539,569,35,1,2026-02-24
2540,214,37,6,2026-01-01
2541,819,23,2,2026-08-08
2542,993,10,5,2026-05-13
2543,861,2,6,2026-06-14
2544,385,41,9,2026-04-15
2545,863,11,10,2025-08-27
2546,621,25,3,2026-01-01
2547,610,8,5,2026-03-08
2548,723,21,1,2026-02-11
2549,279,27,2,2026-07-19
2550,509,16,6,2026-01-20
2551,463,20,4,2026-02-19
2552,538,20,3,2025-11-09
2553,115,24,1,2025-12-04
2554,797,13,2,2025-12-09
2555,455,33,1,2026-05-08
2556,819,31,9,2025-12-31
2557,158,13,6,2026-01-06
2558,946,31,9,2026-07-24
2559,318,50,6,2026-01-05
2560,147,50,2,2025-12-03
2561,842,34,3,2026-05-11
2562,211,47,1,2026-03-18
2563,471,25,9,2026-05-04
2564,119,1,5,2025-10-30
2565,955,3,10,2026-04-10
2566,893,6,6,2025-09-21
2567,479,3,2,2025-10-02
2568,534,50,5,2026-07-18
2569,24,37,5,2026-06-03
2570,655,14,6,2025-10-16
2571,206,13,5,2025-10-21
2572,284,35,6,2025-08-18
2573,792,29,2,2026-04-21
2574,280,10,3,2025-08-28
2575,281,8,1,2025-10-10
2576,982,40,9,2025-11-12
2577,527,7,4,2025-10-30
2578,556,23,9,2026-08-02
2579,327,18,3,2025-11-22
2580,966,46,5,2026-02-05
2581,588,16,3,2026-02-15
2582,73,20,10,2026-06-30
2583,914,22,9,2026-05-21
2584,455,4,3,2026-04-25
2585,30,31,1,2025-09-21
2586,109,25,1,2026-01-31
2587,89,28,7,2026-03-25
2588,184,46,10,2025-10-07
2589,913,38,8,2026-05-17
2590,632,23,5,2026-03-15
2591,341,13,9,2026-03-17
2592,81,49,8,2026-03-24
2593,582,9,2,2026-03-10
2594,833,45,8,2026-02-20
2595,100,30,5,2026-04-07
2596,701,42,8,2026-02-16
2597,482,15,4,2025-10-23
2598,148,40,5,2026-05-08
2599,935,24,7,2025-08-19
2600,188,45,6,2025-10-31
2601,808,21,8,2026-01-17
2602,500,2,2,2026-01-08
2603,487,8,6,2026-05-08
2604,491,30,3,2026-05-11
2605,290,50,6,2026-04-27
2606,619,37,3,2025-09-03
2607,521,7,7,2025-12-17
2608,838,46,2,2025-10-22
2609,334,36,2,2025-10-10
2610,812,20,9,2025-12-13
2611,473,26,10,2026-02-27
2612,424,16,10,2025-10-20
2613,250,36,3,2025-09-16
2614,998,31,7,2025-12-07
2615,68,22,4,2025-08-28
2616,834,45,10,2026-06-04
2617,442,28,10,2025-11-18
2618,807,22,9,2026-07-02
2619,711,16,3,2026-07-07
2620,679,43,2,2026-03-01
2621,758,46,10,2025-08-12
2622,857,32,2,2025-12-20
2623,607,39,8,2026-04-21
2624,334,36,2,2026-07-16
2625,842,29,3,2026-06-16
2626,316,26,2,2026-03-25
2627,613,7,10,2026-04-10
2628,790,25,6,2026-03-06
2629,507,42,1,2026-03-23
2630,93,14,3,2025-09-02
2631,909,38,1,2026-01-04
2632,776,10,3,2026-04-24
2633,464,35,5,2025-10-11
2634,400,40,10,2026-01-26
2635,458,13,4,2026-01-18
2636,698,21,5,2025-11-09
2637,584,44,5,2025-11-03
2638,941,28,6,2026-06-16
2639,92,38,1,2026-08-10
2640,627,33,7,2025-10-26
2641,868,9,5,2026-06-27
2642,64,24,9,2026-03-23
2643,992,4,1,2025-12-31
2644,721,36,6,2026-05-27
2645,113,19,1,2026-07-29
2646,241,28,10,2025-10-29
2647,404,41,6,2026-02-05
2648,729,25,7,2026-07-07
2649,391,28,9,2025-09-11
2650,217,43,3,2025-12-13
2651,487,9,4,2025-09-22
2652,569,25,6,2026-03-30
2653,861,27,3,2026-02-26
2654,296,43,3,2026-06-04
2655,138,1,2,2026-06-10
2656,664,2,3,2026-01-06
2657,739,32,7,2026-01-04
2658,999,9,2,2025-09-19
2659,141,42,7,2026-01-17
2660,881,30,10,2025-12-01
2661,953,28,10,2026-05-23
2662,185,30,9,2025-08-12
2663,435,36,8,2025-09-08
2664,394,23,4,2025-10-07
2665,191,28,10,2026-02-13
2666,8,37,8,2025-10-08
2667,868,47,4,2026-07-07
2668,730,33,5,2026-05-01
2669,421,35,10,2025-10-06
2670,376,3,1,2026-04-15
2671,582,31,6,2026-06-18
2672,116,38,8,2026-05-06
2673,985,45,2,2025-11-01
2674,146,47,9,2026-07-06
2675,880,49,5,2026-01-27
2676,477,34,2,2026-03-19
2677,536,40,2,2026-06-21
2678,252,31,2,2026-02-21
2679,701,41,9,2025-12-09
2680,818,38,5,2026-07-21
2681,628,4,6,2026-05-08
2682,548,50,1,2026-04-25
2683,481,30,9,2026-01-07
2684,928,31,10,2026-07-05
2685,752,22,7,2026-02-08
2686,362,19,5,2025-09-15
2687,172,3,10,2025-08-27
2688,768,20,10,2026-05-15
2689,267,4,8,2026-05-03
2690,593,11,10,2026-06-10
2691,53,43,5,2025-10-12
2692,829,48,10,2026-04-01
2693,28,19,8,2026-07-19
2694,85,9,9,2026-02-19
2695,79,18,5,2026-06-21
2696,136,40,5,2026-06-05
2697,282,17,1,2025-11-10
2698,760,8,10,2025-09-08
2699,179,38,3,2025-09-27
2700,675,29,6,2026-03-22
2701,828,12,5,2026-07-28
2702,802,45,4,2025-09-23
2703,497,12,9,2026-07-14
2704,883,3,6,2026-04-23
2705,87,10,10,2025-12-18
2706,957,10,8,2026-03-17
2707,771,27,7,2026-03-12
2708,244,43,8,2026-02-23
2709,744,41,3,2025-11-10
2710,216,37,6,2026-04-22
2711,56,42,5,2025-12-18
2712,774,8,1,2026-02-10
2713,172,30,7,2026-05-07
2714,488,20,8,2025-08-18
2715,765,49,9,2026-05-01
2716,240,25,7,2026-05-06
2717,486,17,3,2026-04-25
2718,544,28,1,2025-12-27
2719,296,29,7,2026-04-23
2720,695,21,9,2026-06-08
2721,700,3,2,2026-02-23
2722,940,35,6,2026-05-18
2723,980,28,10,2026-03-23
2724,941,42,5,2025-12-19
2725,344,18,5,2026-06-11
2726,822,7,5,2025-10-01
2727,671,38,7,2026-01-23
2728,473,50,4,2025-12-02
2729,752,44,10,2026-02-13
2730,789,13,9,2026-03-06
2731,346,44,3,2026-07-26
2732,321,36,1,2025-12-15
2733,689,1,2,2025-11-01
2734,13,27,2,2025-11-19
2735,538,7,8,2026-01-18
2736,360,15,5,2026-04-01
2737,258,13,1,2026-05-18
2738,25,40,2,2026-05-09
2739,59,39,4,2026-07-02
2740,974,39,2,2026-03-12
2741,726,8,2,2026-03-22
2742,877,39,3,2026-01-21
2743,385,43,10,2026-03-29
2744,823,12,2,2025-10-03
2745,713,12,5,2026-03-25
2746,302,30,2,2026-01-13
2747,655,30,5,2026-08-08
2748,788,28,6,2025-12-01
2749,264,11,2,2026-05-18
2750,284,50,1,2026-03-10
2751,392,25,6,2026-01-04
2752,62,17,5,2025-08-19
2753,183,29,2,2025-08-13
2754,504,13,10,2026-05-25
2755,403,12,8,2026-01-26
2756,112,10,9,2026-04-20
2757,788,28,4,2026-02-10
2758,629,42,2,2026-03-04
2759,935,29,5,2026-04-19
2760,106,3,2,2026-06-19
2761,73,37,5,2025-11-24
2762,796,29,1,2025-11-20
2763,919,32,3,2026-07-27
2764,669,41,1,2025-10-21
2765,956,3,7,2026-03-22
2766,273,10,6,2026-02-12
2767,927,26,10,2025-11-30
2768,4,33,8,2026-01-09
2769,490,28,7,2025-11-08
2770,865,47,2,2026-06-15
2771,554,15,1,2026-02-17
2772,394,45,8,2026-03-30
2773,125,37,9,2025-10-26
2774,958,23,6,2026-05-07
2775,699,20,7,2026-02-24
2776,57,41,2,2026-02-23
2777,375,35,6,2026-08-11
2778,83,30,5,2025-11-27
2779,664,13,3,2026-03-13
2780,568,3,7,2025-08-22
2781,677,13,5,2025-11-26
2782,713,25,2,2025-08-15
2783,646,45,6,2026-03-21
2784,499,6,8,2026-04-11
2785,753,13,3,2026-02-16
2786,37,13,1,2026-01-03
2787,738,38,4,2025-08-15
2788,501,25,2,2026-07-31
2789,812,35,5,2025-09-24
2790,512,35,8,2026-07-02
2791,990,2,1,2025-08-23
2792,348,4,6,2026-01-04
2793,807,47,1,2026-07-29
2794,416,8,4,2025-08-26
2795,827,42,9,2026-01-05
2796,470,44,9,2026-03-02
2797,153,48,10,2026-07-08
2798,239,5,1,2025-08-18
2799,754,10,8,2026-02-27
2800,670,2,8,2025-11-19
2801,929,40,1,2026-06-13
2802,249,45,3,2025-12-21
2803,15,12,1,2025-09-19
2804,927,20,2,2025-11-01
2805,468,40,3,2026-03-03
2806,856,38,2,2026-02-25
2807,838,7,2,2026-03-03
2808,510,39,10,2026-06-28
2809,226,5,4,2026-06-02
2810,437,22,7,2025-12-10
2811,333,8,10,2025-12-01
2812,559,9,6,2026-06-06
2813,857,14,1,2026-03-01
2814,608,12,6,2026-03-26
2815,65,8,5,2026-05-08
2816,145,49,7,2025-11-15
2817,173,45,6,2026-06-20
2818,567,11,8,2026-08-11
2819,250,38,1,2026-03-02
2820,137,7,10,2026-01-11
2821,386,50,3,2026-06-24
2822,17,32,2,2025-08-17
2823,7,1,3,2026-07-16
2824,949,6,10,2026-01-22
2825,909,19,7,2025-12-25
2826,711,50,8,2025-08-16
2827,709,9,4,2025-08-12
2828,147,41,5,2025-08-28
2829,536,29,7,2025-12-16
2830,245,12,10,2026-01-01
2831,709,3,10,2026-04-17
2832,185,46,8,2025-09-18
2833,627,6,5,2026-07-03
2834,357,27,1,2026-05-23
2835,572,16,4,2025-12-20
2836,121,34,2,2025-10-25
2837,634,24,9,2026-07-11
2838,520,15,8,2026-07-25
2839,789,41,4,2025-12-31
2840,284,4,4,2025-09-16
2841,116,10,8,2025-11-15
2842,510,12,3,2026-03-06
2843,687,3,1,2026-06-10
2844,661,24,5,2026-08-05
2845,215,28,5,2026-04-12
2846,343,40,8,2026-07-06
2847,45,7,1,2025-11-27
2848,948,35,3,2026-01-23
2849,162,2,8,2025-08-30
2850,528,8,2,2026-05-17
2851,917,16,8,2026-07-12
2852,607,38,6,2026-07-11
2853,430,13,6,2026-04-08
2854,236,50,2,2026-02-22
2855,334,15,2,2025-10-10
2856,243,48,7,2026-06-29
2857,891,13,7,2026-06-02
2858,913,15,2,2025-08-23
2859,483,38,8,2026-03-30
2860,56,28,3,2025-10-25
2861,222,40,8,2025-12-26
2862,183,25,6,2026-04-20
2863,140,30,4,2025-08-29
2864,648,23,5,2025-11-19
2865,208,22,3,2025-11-28
2866,33,45,10,2026-07-25
2867,62,18,3,2025-11-12
2868,114,30,8,2026-03-20
2869,429,11,6,2026-07-21
2870,226,19,10,2026-01-02
2871,161,41,10,2025-11-20
2872,928,11,10,2025-12-15
2873,994,36,4,2026-01-13
2874,89,27,9,2026-07-08
2875,501,14,10,2026-01-05
2876,485,30,5,2026-07-13
2877,15,47,7,2025-10-11
2878,754,16,4,2026-07-22
2879,336,28,10,2025-12-28
2880,228,38,3,2026-05-27
2881,936,37,1,2025-09-27
2882,428,3,1,2025-12-08
2883,482,47,9,2025-12-15
2884,35,28,9,2026-03-18
2885,404,31,2,2026-06-27
2886,464,32,4,2025-10-01
2887,86,36,1,2026-07-19
2888,710,47,7,2026-05-20
2889,973,14,3,2025-10-18
2890,368,19,4,2026-06-20
2891,664,6,1,2025-09-26
2892,492,43,5,2025-08-14
2893,166,46,8,2025-11-06
2894,879,37,10,2026-07-19
2895,25,30,8,2026-04-05
2896,791,9,7,2025-11-27
2897,190,24,8,2026-05-29
2898,721,41,1,2025-11-14
2899,882,41,2,2025-12-02
2900,395,45,6,2026-07-07
2901,544,3,5,2025-12-01
2902,437,49,5,2025-11-25
2903,715,40,9,2026-05-26
2904,590,14,2,2025-12-26
2905,636,22,1,2025-11-01
2906,528,44,6,2026-01-18
2907,910,4,2,2025-10-13
2908,393,24,8,2026-06-18
2909,634,3,6,2026-06-07
2910,376,12,9,2026-02-23
2911,722,5,9,2025-12-04
2912,727,50,4,2026-02-07
2913,142,22,4,2025-09-10
2914,553,8,8,2025-10-01
2915,756,49,10,2025-12-11
2916,893,45,4,2025-12-17
2917,772,48,4,2025-09-18
2918,329,23,5,2026-04-25
2919,516,44,7,2026-06-23
2920,284,4,2,2026-03-18
2921,382,23,8,2025-08-13
2922,498,33,9,2025-11-11
2923,850,8,8,2025-09-27
2924,727,35,9,2025-10-18
2925,922,19,8,2025-09-14
2926,636,24,2,2026-06-26
2927,193,30,2,2026-07-18
2928,83,26,3,2026-05-24
2929,296,5,2,2025-11-06
2930,169,18,2,2026-05-24
2931,714,10,8,2025-10-03
2932,155,14,9,2026-08-01
2933,975,41,1,2026-02-09
2934,301,27,9,2026-01-14
2935,955,9,8,2025-11-19
2936,356,27,8,2026-04-04
2937,756,42,1,2026-05-06
2938,299,13,2,2026-03-25
2939,23,15,9,2026-03-03
2940,661,22,7,2026-04-29
2941,593,22,6,2025-12-07
2942,498,38,9,2025-12-08
2943,863,36,8,2025-10-17
2944,469,20,10,2026-04-13
2945,136,20,3,2025-10-13
2946,809,17,4,2026-06-16
2947,496,24,5,2025-10-02
2948,789,4,3,2026-06-22
2949,362,19,8,2025-09-18
2950,980,11,10,2025-09-23
2951,947,11,9,2026-02-11
2952,293,12,3,2026-02-07
2953,860,46,3,2026-03-25
2954,166,16,2,2026-01-23
2955,43,21,10,2025-09-01
2956,130,29,5,2026-07-13
2957,379,12,4,2026-02-21
2958,576,46,1,2026-04-02
2959,682,21,6,2025-12-22
2960,152,24,8,2026-03-19
2961,553,11,9,2025-11-14
2962,309,8,1,2026-01-25
2963,415,32,3,2025-11-18
2964,971,30,6,2025-11-04
2965,160,1,9,2025-12-24
2966,1000,33,6,2025-10-29
2967,663,46,5,2026-05-21
2968,486,19,10,2025-11-28
2969,683,10,10,2026-06-27
2970,747,29,6,2026-05-06
2971,706,8,8,2026-06-20
2972,922,3,3,2025-11-28
2973,695,36,2,2026-06-12
2974,316,2,7,2026-06-16
2975,633,15,8,2025-09-24
2976,366,6,6,2026-03-12
2977,57,39,4,2026-04-26
2978,598,34,4,2026-08-05
2979,801,50,5,2026-01-27
2980,201,2,2,2025-11-15
2981,552,29,2,2026-06-18
2982,1000,33,7,2026-03-20
2983,200,32,6,2025-08-25
2984,618,39,9,2025-11-04
2985,967,4,6,2026-02-14
2986,408,10,7,2025-08-23
2987,379,25,6,2025-10-22
2988,13,19,6,2026-02-21
2989,360,20,8,2026-01-13
2990,896,36,2,2026-06-27
2991,221,47,8,2025-09-06
2992,760,27,8,2025-10-24
2993,296,11,7,2026-06-10
2994,747,27,3,2026-02-18
2995,856,38,10,2026-03-19
2996,89,10,4,2025-10-17
2997,311,31,9,2026-07-20
2998,344,5,10,2026-02-15
2999,775,25,2,2026-02-13
3000,7,27,5,2026-07-03
3001,425,12,9,2026-06-05
3002,474,46,10,2026-03-03
3003,774,9,4,2025-12-19
3004,191,25,5,2025-10-14
3005,568,32,1,2026-02-26
3006,843,20,10,2025-10-22
3007,312,32,9,2025-11-24
3008,758,30,4,2026-03-03
3009,28,1,3,2025-10-18
3010,269,20,8,2026-04-19
3011,128,42,5,2025-12-04
3012,428,12,8,2025-09-25
3013,929,45,4,2026-04-22
3014,30,8,5,2026-01-08
3015,505,5,10,2026-06-12
3016,764,24,10,2025-10-28
3017,493,37,7,2025-12-09
3018,890,17,8,2025-11-02
3019,998,45,2,2026-06-05
3020,383,33,10,2026-05-26
3021,18,17,3,2025-08-30
3022,596,4,3,2026-02-15
3023,328,30,3,2026-06-24
3024,366,11,1,2025-12-20
3025,280,24,7,2026-04-19
3026,652,23,1,2025-10-19
3027,297,19,9,2025-11-22
3028,655,5,9,2025-12-29
3029,199,50,3,2025-09-13
3030,784,7,10,2026-02-03
3031,771,11,9,2026-05-10
3032,331,21,5,2026-07-19
3033,278,44,6,2026-03-16
3034,99,35,10,2026-01-04
3035,361,10,1,2026-07-19
3036,141,34,5,2026-08-08
3037,382,50,8,2025-11-02
3038,422,22,3,2026-06-05
3039,105,14,3,2025-09-30
3040,516,15,4,2026-03-21
3041,815,36,10,2025-11-14
3042,707,34,9,2025-12-27
3043,730,36,2,2026-05-29
3044,428,30,2,2025-11-15
3045,120,9,1,2026-07-09
3046,492,23,5,2025-08-31
3047,708,24,3,2026-03-15
3048,837,29,10,2026-03-14
3049,536,49,6,2025-08-22
3050,177,46,5,2025-08-25
3051,30,48,2,2025-08-29
3052,228,9,3,2026-03-17
3053,705,15,5,2025-12-14
3054,129,14,3,2025-11-03
3055,81,28,2,2025-08-18
3056,80,2,8,2026-07-09
3057,776,28,1,2026-06-12
3058,202,7,1,2026-04-19
3059,813,43,9,2025-12-14
3060,608,4,8,2025-09-15
3061,122,17,1,2025-09-12
3062,68,20,1,2026-03-17
3063,773,7,2,2026-04-11
3064,943,39,4,2025-11-26
3065,602,13,3,2025-11-25
3066,687,23,1,2026-04-07
3067,93,10,5,2026-01-01
3068,972,38,6,2026-05-08
3069,361,11,9,2026-02-16
3070,800,47,10,2026-02-17
3071,248,33,10,2026-03-26
3072,70,7,10,2026-07-21
3073,782,1,9,2026-06-15
3074,223,46,4,2026-03-25
3075,988,19,3,2026-01-26
3076,924,49,9,2025-12-25
3077,5,47,2,2025-10-13
3078,947,14,9,2026-07-11
3079,872,46,8,2025-12-25
3080,376,45,10,2026-05-22
3081,190,29,2,2026-02-07
3082,186,23,7,2026-04-01
3083,435,14,9,2026-03-08
3084,234,27,2,2026-05-15
3085,780,21,2,2025-09-27
3086,478,8,9,2026-02-17
3087,140,32,6,2025-09-21
3088,722,19,9,2026-03-16
3089,740,3,2,2025-10-16
3090,336,32,2,2025-09-07
3091,395,19,8,2026-05-11
3092,615,48,5,2026-01-28
3093,704,29,4,2026-02-25
3094,568,27,5,2026-04-10
3095,876,28,4,2026-04-11
3096,878,5,8,2026-03-31
3097,962,44,6,2025-09-08
3098,184,1,8,2025-10-01
3099,689,7,7,2026-02-21
3100,449,34,2,2025-10-19
3101,123,10,7,2026-03-22
3102,411,45,10,2026-06-22
3103,105,48,3,2026-07-06
3104,67,24,4,2026-01-28
3105,347,13,10,2026-07-17
3106,865,26,2,2026-05-13
3107,239,28,8,2026-02-21
3108,286,49,10,2026-07-13
3109,608,18,7,2025-11-16
3110,365,31,10,2025-12-10
3111,973,26,8,2025-09-17
3112,524,18,3,2025-11-17
3113,787,30,2,2026-07-16
3114,126,17,8,2026-01-14
3115,510,15,3,2026-05-17
3116,31,7,1,2025-10-09
3117,851,5,8,2026-08-11
3118,695,2,3,2026-08-06
3119,392,39,6,2025-09-19
3120,157,20,10,2025-10-17
3121,639,7,2,2025-10-30
3122,677,49,9,2025-08-22
3123,786,32,8,2026-02-21
3124,207,19,8,2025-12-15
3125,503,33,5,2026-01-17
3126,556,22,9,2026-02-24
3127,560,2,1,2026-05-22
3128,441,8,7,2026-03-11
3129,461,21,7,2026-03-23
3130,454,30,1,2026-08-07
3131,34,12,9,2026-06-13
3132,676,50,5,2025-09-10
3133,906,46,3,2026-07-23
3134,504,28,3,2025-12-13
3135,320,46,7,2025-08-16
3136,500,49,2,2026-06-08
3137,583,44,8,2026-05-09
3138,676,36,9,2026-03-25
3139,586,31,8,2026-07-13
3140,576,11,9,2026-07-31
3141,58,26,5,2026-05-02
3142,507,38,7,2026-03-30
3143,632,44,6,2025-10-12
3144,785,19,6,2025-09-19
3145,63,2,10,2026-01-30
3146,47,9,6,2025-08-29
3147,358,48,10,2025-12-05
